price,possibleNewPrice,priceIncreaseProbability
25.11,185.72,0.275125
45.95,81.16,0.234837
88.36,157.41,0.54774
32.08,48.33,0.163683
54.47,75.38,0.859783
31.3,16.28,0.585926
76.05,69.42,0.121899
31.45,110.16,0.575762
59.88,45.51,0.562634
98.74,41.83,0.543963
79.61,46.97,0.229169
51.4,48.6,0.694537
67.09,144.22,0.225704
56.1,148.02,0.135231
86.03,111.12,0.716404
63.01,106.75,0.808289
93.47,68.81,0.043172
27.36,83.62,0.18379
35.13,3.06,0.603651
20.62,23.4,0.505763
90.36,77.55,0.80133
65.32,135.58,0.505227
5.21,69.16,0.988606
81.82,111.74,0.895244
2.77,198.96,0.868451
75.14,21.03,0.688984
96.59,190.62,0.965778
21.73,14.27,0.777241
14.99,180.33,0.112861
12.1,88.51,0.158558
63.61,165.2,0.172774
30.38,171.37,0.421517
54.88,102.9,0.631656
88.94,22.95,0.270174
42.18,168.41,0.077072
8.51,96.87,0.092349
42.68,196.29,0.720307
34.17,14.29,0.375557
75.15,161.4,0.961377
88.27,79.55,0.55282
93.35,108.21,0.905039
83.97,84.47,0.033215
53.09,170.39,0.754137
0.62,123.14,0.459621
13.08,128.08,0.095197
64.82,170.81,0.905194
62.12,39.3,0.384033
91.09,0.31,0.834232
72.6,24.09,0.991924
34.02,35.68,0.322551
64.26,153.02,0.213205
49.6,27.59,0.664542
90.45,33.21,0.812318
88.67,113.39,0.042832
28.73,142.57,0.323727
68.74,167.99,0.15286
19.76,142.47,0.154855
32.13,14.84,0.356619
85.2,116.89,0.995322
77.75,137.71,0.181945
1.79,116.8,0.442195
99.64,188.44,0.427777
81.71,117.28,0.619509
16.57,130.2,0.220096
28.25,165.3,0.831597
91.46,183.33,0.573283
1.18,61.47,0.546377
16.3,178.13,0.129496
43.19,92.4,0.781039
43.55,76.43,0.103589
21.04,33.2,0.954904
38.22,48.23,0.178938
12.43,54.09,0.600701
81.42,109.56,0.353255
90.46,181.39,0.77619
93.87,108.55,0.992711
96.32,31.83,0.30487
52.73,36.18,0.634105
48.85,119.74,0.981244
23.81,19.92,0.191834
77.53,47.83,0.908373
18.96,99.32,0.039479
18.14,162.95,0.170891
51.43,185.19,0.102004
21.74,175.21,0.98455
5.14,153.11,0.318169
69.49,0.22,0.375142
52.03,39.7,0.114532
84.33,145.42,0.818342
59.85,199.92,0.420437
92.06,89.49,0.282798
85.04,85.66,0.092199
20.83,22.27,0.848428
65.39,143.5,0.796018
79.0,157.9,0.77933
29.91,60.67,0.61139
12.63,198.6,0.296467
59.98,55.31,0.095358
91.38,114.08,0.672017
42.32,187.02,0.825009
