price,possibleNewPrice,priceIncreaseProbability
61.52,42.6,0.073764
11.59,33.24,0.379836
48.64,122.4,0.611452
8.95,182.64,0.973882
1.02,173.02,0.973247
28.63,57.82,0.65429
71.91,164.51,0.281882
99.0,188.72,0.034821
64.06,88.44,0.449587
3.17,160.24,0.1068
90.33,22.31,0.759373
26.13,7.33,0.275669
16.92,16.45,0.288439
49.95,195.54,0.716429
35.71,198.75,0.665444
91.76,80.15,0.992037
72.64,19.03,0.849489
51.21,171.72,0.045146
49.23,69.59,0.68116
50.09,29.8,0.650091
9.38,196.0,0.221784
52.9,132.08,0.840389
69.69,37.99,0.874986
94.76,133.21,0.145771
69.21,157.25,0.905269
68.15,26.63,0.16707
83.11,71.67,0.834347
32.91,181.8,0.869608
30.3,135.31,0.831613
80.33,58.9,0.314963
80.64,3.51,0.316831
60.98,148.98,0.50326
43.26,183.57,0.679004
53.86,79.71,0.736185
61.86,184.84,0.075401
27.62,29.21,0.904555
29.75,97.53,0.420947
10.97,52.15,0.370064
69.49,106.92,0.794248
23.48,25.48,0.462226
57.51,7.92,0.878195
17.03,34.51,0.908938
50.79,52.21,0.697873
77.0,143.75,0.919706
32.47,24.26,0.715809
36.14,118.56,0.848479
8.35,100.75,0.365705
58.79,2.92,0.879251
83.18,55.96,0.843921
71.52,120.15,0.549949
30.99,100.38,0.598067
5.08,87.89,0.003329
58.05,5.73,0.541153
93.29,147.42,0.019285
81.87,110.97,0.836492
63.07,160.95,0.329626
9.3,115.92,0.823723
77.74,69.13,0.679253
67.4,153.63,0.642413
37.57,103.17,0.109189
1.56,153.37,0.631131
38.92,171.07,0.075904
15.89,34.88,0.082915
79.53,82.83,0.164127
55.11,142.18,0.290932
23.91,123.62,0.219398
60.02,173.97,0.560792
2.21,41.47,0.941974
16.45,95.8,0.460417
68.19,186.27,0.111748
41.38,138.08,0.658297
40.83,51.38,0.218207
40.1,61.47,0.322172
67.18,147.48,0.960387
38.98,185.9,0.940017
85.4,129.28,0.766608
66.44,169.36,0.233306
13.69,38.76,0.61644
66.93,134.07,0.379992
15.21,191.48,0.279047
90.8,77.99,0.294739
79.39,171.47,0.910419
88.77,94.23,0.141686
46.22,4.66,0.371924
38.35,24.32,0.417315
80.82,123.38,0.78557
57.54,80.0,0.846641
69.92,24.01,0.665964
88.74,23.47,0.415588
67.65,148.79,0.450401
12.48,153.74,0.218637
13.94,116.95,0.669159
32.46,17.75,0.457984
2.12,102.01,0.186957
43.0,72.36,0.084876
90.64,146.12,0.529622
88.79,148.17,0.843645
64.34,148.57,0.960202
71.32,99.19,0.154219
20.32,28.73,0.655751
72.43,14.29,0.56162
18.11,91.8,0.576388
3.79,175.98,0.774708
20.65,2.58,0.725521
62.23,199.13,0.417155
6.75,64.43,0.834618
60.14,194.29,0.998592
42.76,10.26,0.724895
1.39,65.82,0.682691
16.82,25.94,0.905798
7.57,70.09,0.752799
8.3,163.14,0.367242
43.83,81.52,0.247797
51.1,165.53,0.057014
4.38,108.19,0.726278
59.51,166.0,0.551336
56.0,91.06,0.102583
89.79,139.36,0.816866
94.3,144.92,0.742849
76.52,170.61,0.414903
87.24,49.39,0.693273
90.85,67.47,0.748611
89.17,178.14,0.889193
43.17,183.03,0.03386
35.52,126.41,0.236451
86.56,181.68,0.162987
33.08,32.58,0.512321
53.06,74.74,0.904302
57.93,21.73,0.470095
74.42,150.43,0.361391
55.89,66.94,0.389359
43.58,41.46,0.024955
7.31,168.89,0.554875
75.39,9.76,0.352604
98.66,5.62,0.904698
25.04,16.47,0.67222
18.17,70.13,0.918289
41.97,101.7,0.432586
26.92,73.58,0.945528
36.24,76.35,0.828118
15.87,82.4,0.757046
42.52,62.18,0.556845
40.84,127.08,0.446529
6.6,77.61,0.683337
83.02,173.95,0.67974
26.41,110.19,0.068723
44.09,6.0,0.077936
37.52,31.29,0.693259
87.1,88.41,0.582185
87.26,68.07,0.07446
44.52,85.41,0.478445
33.24,60.66,0.314253
51.97,189.2,0.30188
88.32,90.15,0.577182
31.32,174.18,0.685396
12.88,193.22,0.790694
44.51,12.05,0.895945
95.6,192.49,0.397009
3.83,98.05,0.009387
21.58,113.69,0.200061
45.28,27.19,0.528459
79.99,161.34,0.913258
17.02,112.47,0.538968
29.01,148.51,0.39417
79.31,104.84,0.938473
99.57,70.86,0.767272
58.02,117.08,0.743265
58.1,165.05,0.498952
99.47,89.11,0.289099
58.2,63.24,0.860667
76.85,89.6,0.266399
26.42,150.14,0.253418
41.08,115.07,0.87089
54.73,34.64,0.27386
62.4,20.7,0.977243
5.69,182.89,0.680318
1.14,52.47,0.649368
90.9,30.38,0.113499
82.32,114.94,0.651577
13.32,135.61,0.386678
40.85,126.93,0.00688
93.43,80.78,0.774986
92.23,124.01,0.320906
41.58,124.14,0.191828
63.48,155.67,0.233072
27.57,106.37,0.677548
65.78,199.73,0.323196
7.26,85.81,0.773679
83.41,139.51,0.366126
36.1,187.02,0.194361
2.78,192.77,0.435491
65.3,87.95,0.61093
74.83,176.75,0.878504
28.22,123.73,0.259022
37.45,81.76,0.156872
75.41,64.23,0.679546
70.58,6.75,0.436294
67.92,25.73,0.9822
93.36,193.65,0.242429
40.5,38.38,0.136268
73.4,152.28,0.540354
71.01,27.11,0.558583
14.86,72.11,0.964906
49.92,126.8,0.590081
42.32,9.42,0.280302
13.58,178.29,0.78429
48.61,64.66,0.300395
59.01,111.19,0.524462
27.67,132.7,0.699006
83.32,67.08,0.638687
50.38,132.61,0.297935
19.31,141.85,0.988921
47.4,180.24,0.375574
67.18,2.56,0.6121
54.95,39.25,0.300106
41.19,169.52,0.827743
26.6,120.03,0.78894
66.26,41.85,0.782202
67.4,142.56,0.432672
22.25,10.28,0.457007
60.5,153.26,0.822018
60.01,155.82,0.056891
15.27,107.79,0.876063
10.88,123.41,0.537884
8.97,184.16,0.407956
7.47,14.38,0.510262
40.54,163.29,0.869962
94.76,25.58,0.824854
87.48,158.51,0.805426
73.48,25.25,0.340812
9.94,49.88,0.184476
8.89,177.94,0.991927
86.33,3.66,0.318935
2.27,182.04,0.677332
80.71,159.2,0.917376
47.02,163.77,0.35809
25.6,33.14,0.453033
29.58,168.68,0.247926
77.13,121.25,0.946579
33.52,24.78,0.145144
38.51,127.45,0.505872
27.85,26.34,0.811453
10.25,83.84,0.180555
71.13,142.87,0.206719
70.63,169.99,0.46794
16.41,117.64,0.228161
10.56,128.72,0.906554
21.91,42.12,0.066724
86.36,103.17,0.795873
40.74,119.94,0.11763
38.98,89.65,0.03752
5.66,141.94,0.598592
87.4,174.83,0.179128
31.18,145.17,0.217132
97.66,76.79,0.903293
10.82,17.74,0.763646
70.74,68.46,0.808864
92.12,18.41,0.812339
76.52,69.92,0.420182
8.59,119.35,0.507546
85.85,53.28,0.89378
47.95,50.76,0.964826
46.21,19.66,0.0052
40.54,160.03,0.188199
92.19,51.31,0.246703
81.22,113.91,0.70712
41.51,191.58,0.477251
14.34,120.38,0.776682
69.16,198.5,0.688625
42.8,64.78,0.916088
72.51,1.97,0.407267
90.56,11.95,0.534636
90.58,75.44,0.78344
91.5,178.35,0.209215
53.24,127.46,0.94278
76.55,13.65,0.927255
45.93,100.83,0.027032
33.61,24.59,0.935913
49.15,22.15,0.039638
60.76,132.58,0.180413
68.94,16.84,0.068421
79.66,173.18,0.15724
16.3,146.52,0.28455
22.3,146.54,0.133631
23.08,150.32,0.838563
16.96,24.87,0.422483
35.37,1.72,0.086873
36.7,61.29,0.877492
90.89,7.69,0.603971
12.36,153.3,0.159836
33.73,70.67,0.956524
69.37,59.26,0.094801
21.32,153.42,0.947709
9.64,194.4,0.60093
38.13,194.34,0.867141
2.72,129.17,0.049171
5.87,33.51,0.509366
70.54,142.28,0.35529
9.17,156.92,0.329579
82.42,47.5,0.782901
79.97,34.79,0.988529
27.09,101.68,0.040798
76.82,118.08,0.770555
91.53,132.85,0.297919
81.53,19.94,0.432813
66.36,106.41,0.760074
23.75,13.18,0.124748
69.35,13.43,0.29922
43.0,45.36,0.191906
56.19,141.65,0.690164
49.87,144.51,0.205865
83.95,135.18,0.479669
47.54,154.9,0.123165
42.5,4.82,0.624291
98.05,106.57,0.423175
44.11,94.96,0.318154
42.95,47.83,0.682146
4.98,106.01,0.969388
26.01,128.3,0.754738
97.47,108.0,0.950055
80.12,42.57,0.42308
49.03,142.96,0.461977
74.82,72.63,0.57702
6.94,13.1,0.849587
24.62,100.51,0.169624
36.48,189.34,0.717469
8.5,110.78,0.982836
