price,possibleNewPrice,priceIncreaseProbability
39.59,42.3,0.272232
30.39,23.11,0.199833
36.61,4.85,0.465667
40.76,103.36,0.761798
8.54,193.44,0.212625
40.05,8.11,0.50817
81.95,170.56,0.005406
74.09,163.99,0.523601
95.66,162.15,0.77953
46.95,18.75,0.327404
29.97,104.39,0.790948
83.56,145.3,0.291455
17.02,169.17,0.699842
72.25,42.11,0.564052
13.82,4.33,0.5108
29.06,23.79,0.774964
55.6,191.7,0.676681
70.48,51.4,0.733201
13.54,197.16,0.345864
20.74,45.21,0.036535
6.47,164.34,0.881684
75.61,153.91,0.757077
38.15,95.44,0.042502
48.13,154.85,0.713745
84.4,138.76,0.636706
3.76,148.76,0.900592
48.74,40.55,0.786518
63.5,139.9,0.316953
60.31,57.22,0.797235
93.42,196.01,0.195269
48.99,108.83,0.855675
79.29,31.63,0.696264
2.71,93.62,0.616425
92.66,8.12,0.836774
71.72,191.06,0.091868
21.9,84.07,0.327577
20.12,133.44,0.978992
65.1,53.31,0.268757
52.08,107.17,0.641277
51.76,83.4,0.216899
29.56,99.7,0.848332
83.52,106.98,0.987053
99.19,188.34,0.161816
11.26,48.8,0.965237
14.45,87.12,0.568062
11.29,103.71,0.513307
58.49,48.52,0.79191
97.91,160.87,0.873319
82.89,40.41,0.300795
37.65,26.58,0.495863
97.04,174.67,0.61312
80.71,197.37,0.896042
94.77,4.77,0.372296
32.73,123.88,0.498328
43.41,92.31,0.121345
82.5,68.87,0.780986
92.36,187.98,0.618299
22.85,65.58,0.732491
72.43,8.36,0.347336
40.1,28.52,0.843447
44.96,3.21,0.004068
55.58,142.58,0.782311
43.0,197.26,0.736938
27.66,179.97,0.542419
3.64,110.57,0.803447
26.83,71.18,0.249493
74.94,179.74,0.715012
86.56,26.77,0.327563
56.43,42.38,0.484429
80.49,193.99,0.228699
87.33,145.07,0.014156
47.47,194.02,0.126658
78.56,83.71,0.152443
62.48,65.07,0.59174
17.16,88.28,0.350358
56.77,109.73,0.336161
85.61,84.35,0.950346
17.82,173.2,0.225119
92.61,173.13,0.872439
30.72,158.23,0.264434
20.28,2.06,0.205767
59.95,91.67,0.624094
50.39,89.39,5.96E-4
56.06,12.26,0.657858
35.45,19.47,0.351749
16.49,46.36,0.598978
60.51,50.11,0.801608
35.49,112.82,0.214474
77.93,37.78,0.725775
65.39,165.76,0.295658
56.03,169.66,0.924231
40.74,197.32,0.857927
27.95,30.88,0.275105
18.88,117.73,0.272374
57.93,77.94,0.338039
84.39,177.01,0.006447
9.9,141.39,0.962927
91.32,47.02,0.008587
38.1,158.93,0.682439
54.56,133.25,0.127226
59.33,118.32,0.280235
99.16,106.09,0.94929
74.94,153.66,0.939827
73.87,140.16,0.515989
10.18,131.37,0.722372
88.57,18.86,0.009418
27.46,37.96,0.397808
45.64,27.52,0.484702
54.81,152.5,0.387097
67.5,32.69,0.378052
84.19,74.98,0.460156
36.54,72.98,0.977297
26.92,168.52,0.992603
34.58,98.66,0.470888
33.34,150.12,0.80464
15.02,156.62,0.063934
64.62,81.01,0.599246
47.57,173.27,0.982003
49.69,122.9,0.66809
19.99,123.6,0.788749
27.64,61.18,0.14791
58.24,157.07,0.182214
2.7,175.91,0.665039
72.95,182.01,0.464199
68.14,156.85,0.600701
59.8,176.32,0.901383
58.1,5.08,0.516011
70.83,113.36,0.717024
90.29,97.49,0.986339
45.87,73.4,0.015805
72.92,178.63,0.375001
4.12,91.95,0.396515
78.0,110.86,0.012926
67.72,100.07,0.739357
70.51,93.65,0.102915
37.68,197.15,0.85519
24.53,150.55,0.114876
98.57,104.71,0.588362
28.43,80.11,0.834722
68.01,59.08,0.105138
60.83,38.84,0.848656
69.9,170.46,0.555188
17.74,140.86,0.532791
31.7,103.2,0.940224
52.41,52.91,0.443584
35.62,95.79,0.784354
96.77,174.78,0.907355
85.56,153.61,0.294977
16.5,24.74,0.049271
44.87,112.42,0.897501
87.36,106.33,0.1173
8.34,117.08,0.885443
2.91,86.22,0.80041
63.98,7.37,0.059819
44.68,140.94,0.040411
88.24,101.83,0.545403
82.75,170.85,0.242458
81.45,156.96,0.920618
75.23,179.39,0.621968
59.11,24.76,0.633305
99.54,82.17,0.928367
58.8,90.05,0.694473
59.75,57.63,0.874052
30.78,130.03,0.44091
56.81,156.1,0.106854
51.88,76.16,0.876936
99.84,130.18,0.505124
26.79,79.74,0.684051
45.24,81.0,0.376828
24.86,81.09,0.410096
28.12,185.77,0.910472
93.7,183.4,0.899107
50.95,93.66,0.980414
10.23,48.65,0.528301
2.35,173.03,0.348779
83.06,108.79,0.90566
34.02,143.41,0.048641
33.75,51.54,0.023146
43.92,122.24,0.568596
26.79,59.95,0.426505
23.77,108.78,0.599201
23.51,7.77,0.269368
80.45,175.78,0.930699
31.94,121.46,0.480583
43.55,162.16,0.414782
56.92,181.08,0.049593
10.8,185.35,0.198309
9.79,49.21,0.282563
53.9,108.14,0.10334
67.78,174.79,0.005894
29.04,98.59,0.636853
27.89,37.98,0.094729
87.98,169.36,0.658275
39.39,187.73,0.429929
21.25,140.35,0.878444
31.33,115.6,0.782477
48.03,61.63,0.696826
46.88,129.61,0.080957
85.82,195.87,0.163483
22.2,0.47,0.724161
35.35,85.59,0.259086
83.98,190.01,0.792323
24.24,23.64,0.072735
12.38,116.24,0.21916
100.0,167.78,0.597933
16.0,21.11,0.792041
4.8,164.82,0.708003
76.29,182.36,0.624986
18.81,106.89,0.781713
41.15,28.72,0.92189
16.61,74.18,0.46796
25.34,193.12,0.134898
42.78,123.9,0.166923
17.74,169.71,0.291984
5.77,74.4,0.097944
5.67,60.76,0.381893
96.08,175.77,0.877199
24.25,125.74,0.354054
18.93,30.77,0.568501
85.04,129.39,0.923145
60.13,171.97,0.347785
62.8,164.3,0.916738
72.91,158.05,0.557172
43.15,166.72,0.12082
36.21,32.32,0.761274
95.18,7.27,0.259948
21.22,103.68,0.87152
12.61,109.79,0.990926
49.69,41.43,0.810715
