price,possibleNewPrice,priceIncreaseProbability
71.21,44.95,0.850625
93.14,83.41,0.114551
88.22,15.62,0.473891
67.92,135.98,0.145633
59.29,13.68,0.334133
52.83,87.4,0.738094
19.93,188.32,0.47873
19.65,71.4,0.375521
65.28,144.08,0.570222
6.42,8.9,0.275902
88.26,94.24,0.485267
65.98,32.22,0.701637
22.12,33.16,0.294157
25.67,90.71,0.379799
74.17,155.06,0.110853
33.49,36.66,0.89568
32.23,180.62,0.724884
53.0,75.32,0.011565
84.75,18.83,0.030751
86.74,94.27,0.046969
25.31,3.05,0.581916
23.64,77.34,0.065378
46.23,119.11,0.811438
76.95,101.74,0.7718
53.59,170.81,0.697954
83.56,44.43,0.908055
26.49,195.39,0.704049
89.14,48.86,0.008362
69.15,98.52,0.386008
33.08,74.81,0.663114
70.01,84.43,0.053345
49.55,55.16,0.747177
44.78,131.92,0.548919
10.97,81.84,0.260962
37.14,137.52,0.603537
94.16,39.4,0.66517
25.54,3.26,0.19201
52.29,86.79,0.567568
7.72,83.0,0.95204
22.84,174.38,0.843378
33.32,76.19,0.516205
6.58,180.5,0.287745
36.19,36.33,0.715695
71.58,98.27,0.55401
91.72,168.59,0.129305
90.73,123.05,0.816715
32.48,61.78,0.631238
27.33,141.54,0.501928
92.14,127.77,0.117214
72.71,47.64,0.784939
88.99,10.33,0.812759
86.84,184.86,0.89885
85.58,37.33,0.76475
38.61,0.37,0.706196
79.54,97.63,0.733624
21.99,188.73,0.335422
57.45,158.86,0.6073
86.38,82.79,0.897715
21.2,43.81,0.188817
59.11,129.24,0.597021
24.58,53.67,0.229895
14.57,166.82,0.693686
14.1,173.78,0.525873
10.08,37.49,0.343548
85.39,191.14,0.809418
33.96,123.97,0.919779
58.18,72.21,0.808562
6.89,71.16,0.941614
54.91,130.13,0.818485
23.72,51.79,0.636319
88.72,1.36,0.297195
89.77,47.34,0.699482
26.64,58.41,0.576154
82.0,89.53,0.291577
75.04,123.33,0.692923
82.24,34.37,0.310739
22.78,92.54,0.440955
83.57,93.98,0.654158
88.57,19.75,6.04E-4
53.44,38.31,0.462127
23.56,76.77,0.39586
53.82,92.93,0.214766
67.7,72.62,0.615792
19.79,126.06,0.30411
4.56,74.35,0.572632
0.12,49.84,0.162666
87.27,159.14,0.336155
74.25,102.26,0.81966
58.85,118.33,0.904614
6.97,57.9,0.550933
80.66,21.48,0.436063
51.67,101.23,0.057426
37.68,81.27,0.582377
1.67,34.68,0.867157
61.63,199.12,0.725349
43.55,167.74,0.719859
10.29,134.48,0.315716
31.55,111.13,0.922515
51.89,156.96,0.639211
64.72,81.86,0.715011
18.92,197.21,0.578375
62.78,198.88,0.762189
38.19,6.65,0.875933
48.02,133.45,0.992681
90.64,24.89,0.028452
14.03,80.06,0.183905
60.56,1.51,0.912618
0.87,70.7,0.291193
62.07,152.88,0.157796
75.6,191.52,0.428866
69.68,187.26,0.886308
99.98,34.86,0.320557
77.18,198.39,0.92783
36.87,72.95,0.6807
87.99,11.37,0.828874
27.1,149.63,0.400883
31.65,27.93,0.697039
51.29,13.78,0.173026
64.36,132.8,0.088775
59.71,159.16,0.66187
60.07,21.63,0.137018
8.5,168.65,0.965069
27.4,132.24,0.961261
26.03,102.22,0.589823
94.45,107.72,0.069288
58.73,114.37,0.797279
16.42,99.58,0.080822
13.4,73.03,0.983092
63.82,1.87,0.234198
43.81,93.37,0.885198
3.17,170.72,0.005658
83.36,50.57,0.244974
55.83,166.04,0.926098
32.98,29.52,0.04986
10.31,0.37,0.643687
95.31,178.42,0.405039
21.29,199.76,0.195552
40.07,11.84,0.216798
84.88,90.22,0.733059
73.28,146.13,0.31551
72.41,94.59,0.929713
11.04,119.65,0.043274
97.27,43.84,0.4974
68.03,60.87,0.118726
4.36,18.31,0.576104
18.01,10.2,0.254628
6.93,189.91,0.846951
68.07,4.35,0.324897
58.13,50.45,0.572861
77.09,5.25,0.185695
66.88,5.08,0.091539
99.24,145.5,0.676274
40.69,164.25,0.690141
23.2,97.9,0.032011
29.1,175.19,0.069745
23.1,23.08,0.404502
25.22,142.74,0.47272
24.97,154.19,0.418088
61.81,160.82,0.880901
98.88,25.24,0.512357
70.82,27.59,0.802911
7.57,6.01,0.086307
98.8,178.48,0.032497
13.24,174.47,0.329232
27.21,129.27,0.275794
69.91,122.87,0.800031
8.8,172.84,0.785322
5.22,76.42,0.801636
24.81,175.78,0.595347
35.93,109.32,0.938322
0.26,38.76,0.792132
22.08,110.35,0.785647
95.47,44.6,0.560405
67.38,3.56,0.737193
63.92,53.27,0.782863
33.67,26.28,0.007671
23.0,108.4,0.413509
87.48,49.45,0.703603
1.57,198.48,0.050389
9.93,70.7,0.353025
86.23,130.41,0.373517
21.01,80.18,0.393449
95.11,195.33,0.835561
26.84,187.51,0.728762
29.76,68.43,0.06448
47.27,86.45,0.503606
34.78,26.5,0.3987
11.9,135.34,0.927851
79.93,89.28,0.28863
87.48,145.02,0.080588
50.04,103.08,0.597001
69.63,124.46,0.696197
15.02,156.37,0.170424
7.43,56.16,0.5947
69.84,25.6,0.163235
42.15,8.49,0.572193
99.49,133.06,0.121441
10.39,178.56,0.6686
82.52,103.83,0.600885
57.98,165.97,0.030375
2.37,43.12,0.342534
23.13,60.66,0.382963
67.8,33.16,0.674321
5.57,176.02,0.016437
39.53,146.86,0.689996
40.81,144.92,0.309488
35.14,176.77,0.879853
34.97,29.67,0.110269
8.52,27.86,0.686578
93.27,69.24,0.742768
23.92,173.62,0.03446
42.96,125.47,0.296844
23.2,139.8,0.256072
26.75,105.13,0.017601
1.64,81.37,0.213752
32.91,72.48,0.6617
2.95,36.9,0.401774
60.67,57.08,0.307091
36.07,171.29,0.709156
60.97,168.36,0.258413
28.43,3.5,0.534469
79.17,100.66,0.899427
16.64,19.27,0.456583
85.16,132.35,0.919895
42.48,9.67,0.484704
51.87,159.19,0.647541
59.2,82.13,0.514783
22.9,54.94,0.903493
50.46,49.6,0.406969
46.69,109.5,0.075841
46.09,113.1,0.641337
96.22,175.84,0.971786
59.69,167.98,0.799984
1.26,166.78,0.512063
31.2,153.07,0.827699
1.61,20.94,0.816645
92.32,47.24,0.727663
56.68,27.18,0.589761
76.26,35.97,0.811945
83.98,16.64,0.633534
9.73,114.46,0.029423
29.62,143.44,0.538293
80.87,167.49,0.088837
20.64,156.42,0.14619
0.28,131.6,0.856355
4.96,75.03,0.842184
24.51,175.05,0.781563
32.5,19.63,0.468734
4.72,156.56,0.261368
71.92,188.59,0.110518
53.4,85.44,0.92798
34.72,36.42,0.872938
85.78,4.72,0.806788
1.7,88.02,0.349579
19.71,163.06,0.266397
19.32,155.55,0.802776
90.02,101.91,0.231974
74.31,25.34,0.278234
14.05,37.16,0.48195
25.93,3.21,0.346553
0.85,99.56,0.146385
5.74,184.6,0.865588
25.48,61.02,0.094304
5.74,20.93,0.838831
41.77,21.39,0.480108
5.26,140.35,0.904246
15.47,178.56,0.730923
16.52,140.17,0.320021
58.8,28.51,0.034241
4.94,170.82,0.160025
4.27,126.1,0.437375
3.77,88.22,0.230928
89.8,125.77,0.9276
50.65,52.77,0.460298
39.26,167.21,0.927086
24.78,26.96,0.962707
16.83,87.26,0.034075
24.9,80.98,0.998126
45.29,147.89,0.267728
58.58,101.02,0.719593
95.5,152.21,0.64658
87.96,139.8,0.138189
47.28,67.44,0.439865
14.85,15.89,0.58244
62.5,35.39,0.588865
73.43,107.45,0.113021
4.33,186.97,0.485722
9.91,179.11,0.685513
38.61,106.61,0.82559
59.2,96.18,0.194349
3.34,143.17,0.591933
16.95,19.36,0.037131
70.87,24.52,0.293882
53.31,21.62,0.21441
28.63,199.13,0.419814
21.25,48.19,0.726708
92.51,57.87,0.196223
87.76,154.86,0.695847
50.65,46.98,0.310224
18.96,48.21,0.066356
23.92,195.28,0.354851
0.61,38.62,0.326393
64.69,79.0,0.647278
90.44,59.3,0.614663
92.12,130.35,0.431977
8.9,46.27,0.085787
55.77,164.17,0.666159
55.66,190.75,0.023407
9.28,114.12,0.867941
31.15,128.05,0.997431
72.17,106.62,0.335007
80.31,112.48,0.234895
23.86,90.29,0.281068
8.96,123.58,0.236083
54.51,120.21,0.629327
46.7,172.41,0.738251
39.94,71.05,0.808315
2.38,23.01,0.175414
91.9,30.46,0.549613
33.08,49.82,0.367432
91.8,172.64,0.444898
93.07,131.14,0.905556
60.28,110.33,0.608812
59.59,85.82,0.491881
61.74,109.44,0.86396
23.23,29.85,0.790792
41.03,70.74,0.236043
57.16,132.53,0.412657
39.42,44.16,0.46392
26.43,143.57,0.771344
20.58,159.8,0.606399
98.81,131.11,0.332535
40.45,109.01,0.501509
69.2,190.96,0.340746
33.39,176.26,0.813934
0.12,66.96,0.418004
31.25,48.95,0.122599
18.93,52.91,0.451574
31.98,73.42,0.055885
47.16,56.36,0.214225
45.26,92.91,0.900773
85.33,3.0,0.017361
48.11,118.76,0.590924
46.3,94.44,0.010953
23.66,132.51,0.135199
48.16,30.9,0.187284
49.37,82.93,0.672695
10.66,38.01,0.688072
70.5,180.28,0.644711
84.18,142.71,0.172785
94.51,58.01,0.442135
2.92,109.68,0.093815
79.13,90.45,0.124109
40.64,44.05,0.10155
49.79,50.86,0.888037
43.04,191.0,0.126906
62.23,55.17,0.301544
71.56,102.95,0.164318
46.36,61.51,0.455052
63.34,22.67,0.405763
3.26,37.91,0.152434
56.27,148.63,0.20379
36.58,139.39,0.691805
51.08,148.66,0.713593
41.75,72.91,0.285749
57.18,91.08,0.872423
43.5,112.27,0.48901
60.99,28.95,0.307577
8.82,45.74,0.322559
45.86,143.04,0.557219
94.29,102.94,0.958462
6.93,1.97,0.673567
42.6,175.17,0.634629
32.76,192.08,0.434616
83.91,188.26,0.848515
52.84,102.92,0.394575
36.23,139.64,0.202416
76.65,4.81,0.277417
29.91,12.92,0.580102
18.58,138.25,0.482034
2.95,34.7,0.5872
24.99,48.81,0.988204
54.28,47.18,0.519616
95.96,79.25,0.793208
84.58,108.26,0.091164
45.84,189.69,0.279982
61.0,73.36,0.980926
34.66,168.95,0.026308
80.23,100.84,0.102098
55.83,161.73,0.464845
72.07,0.04,0.668535
5.85,137.1,0.246762
32.73,16.43,0.386006
26.95,120.03,0.945234
36.24,35.94,0.837351
84.77,186.49,0.953768
79.6,66.94,0.701235
67.42,160.33,0.729895
37.21,7.3,0.3518
10.28,152.01,0.345672
54.49,169.54,0.56186
18.98,39.94,0.117949
98.95,173.03,0.077951
81.47,39.93,0.685874
13.36,130.74,0.275911
94.2,48.8,0.609507
16.31,81.04,0.637067
37.22,30.33,0.507876
57.53,125.18,0.525602
93.25,64.48,0.110069
29.17,17.43,0.487477
35.09,169.4,0.828748
32.75,68.85,0.742121
89.51,78.1,0.598462
7.69,26.76,0.583878
0.65,191.08,0.564721
99.95,198.24,0.356598
57.95,100.23,0.62439
24.75,127.16,0.489156
57.64,189.03,0.960752
99.25,196.36,0.681746
39.2,146.85,0.291688
60.0,8.47,0.783557
72.74,9.93,0.057845
64.1,155.35,0.695255
85.13,164.62,0.767162
7.08,184.23,0.929487
56.77,58.27,0.027558
86.94,132.78,0.356383
19.65,83.48,0.832447
42.66,70.65,0.40747
56.29,90.32,0.602547
91.82,44.96,0.291289
70.3,81.35,0.567594
61.99,185.63,0.939765
46.3,131.48,0.825171
32.9,145.24,0.730492
82.52,11.72,0.920146
91.14,0.58,0.962859
95.94,76.46,0.923076
10.34,159.1,0.473451
19.3,179.25,0.672227
51.38,135.49,0.198543
24.07,25.56,0.301364
77.29,90.25,0.390619
73.85,52.14,0.170756
75.0,164.78,0.205489
91.89,173.09,0.415337
3.28,172.79,0.552412
82.61,71.85,0.13213
56.03,96.64,0.169252
93.62,95.52,0.656011
60.0,24.89,0.497387
19.68,61.69,0.872797
61.96,3.03,0.908299
4.78,186.82,0.342464
5.93,157.37,0.418541
81.78,45.21,0.450917
35.34,110.49,0.1372
30.76,157.84,0.470776
65.7,8.74,0.156975
35.88,163.97,0.431855
75.8,113.63,0.435297
65.41,153.9,0.018736
29.2,13.71,0.846277
98.13,31.0,0.311517
14.24,143.63,0.120164
21.11,151.38,0.34862
33.92,67.47,0.848826
44.43,72.2,0.046615
71.37,113.51,0.319907
27.99,69.31,0.587307
41.4,121.52,0.266833
18.5,192.59,0.6497
33.19,69.74,0.976799
19.95,75.81,0.793618
76.22,139.28,0.796269
3.55,57.56,0.409364
74.56,106.65,0.296999
30.55,81.97,0.247215
62.3,50.7,0.020938
57.95,1.2,0.992301
21.5,145.54,0.287081
10.36,197.29,0.311529
66.93,75.26,0.416811
84.31,65.04,0.473935
60.37,44.65,0.487797
51.24,170.84,0.035133
48.7,30.96,0.353336
4.52,129.49,0.228134
79.68,89.26,0.829006
61.06,161.32,0.961601
99.57,14.77,0.238779
50.9,129.19,0.584069
67.22,112.77,0.686914
74.11,166.96,0.517348
75.79,125.72,0.660771
55.68,140.08,0.229538
81.29,120.25,0.725747
9.87,102.53,0.840082
25.5,106.91,0.921069
27.12,92.16,0.505156
70.27,125.22,0.950705
3.1,36.02,0.99742
43.59,106.42,0.755163
41.7,196.22,0.992555
29.95,168.3,0.587521
24.16,91.39,0.225897
16.74,199.18,0.262685
56.5,76.34,0.152327
62.15,163.24,0.936183
87.97,186.57,0.094993
62.82,73.37,0.153704
55.63,71.94,0.21368
31.94,111.37,0.222346
14.33,107.46,0.368968
19.75,164.48,0.338819
88.41,13.92,0.057862
13.86,139.56,0.689687
50.67,18.42,0.801237
99.48,119.07,0.657588
34.92,189.15,0.471168
69.92,150.18,0.739937
1.54,179.32,0.151635
91.82,187.41,0.150163
47.68,185.77,0.87089
14.0,22.79,0.83455
25.98,176.35,0.366378
82.41,180.4,0.7311
64.58,58.86,0.42887
88.48,78.33,0.122943
65.97,180.66,0.103663
37.11,181.2,0.422196
70.04,171.92,0.432341
9.46,105.41,0.356967
55.06,23.77,0.624784
3.1,75.4,0.442765
96.79,154.03,0.730545
26.9,56.55,0.589752
26.52,22.79,0.501285
83.89,156.03,0.441142
10.87,66.07,0.218127
95.4,148.94,0.439286
95.49,101.34,0.613096
62.15,171.02,0.980305
