price,possibleNewPrice,priceIncreaseProbability
69.9,199.36,0.132578
63.6,167.41,0.204088
34.98,133.81,0.789088
60.06,168.36,0.34335
24.09,38.4,0.566619
37.27,99.97,0.920033
49.64,18.97,0.226164
55.89,94.7,0.517053
97.86,127.05,0.292908
55.54,45.45,0.365022
8.35,191.27,0.999731
78.01,49.86,0.003178
88.64,179.74,0.408302
55.71,163.93,0.960178
59.51,112.32,0.61195
80.92,108.04,0.879057
14.41,20.88,0.776386
19.92,52.85,0.711147
17.83,143.63,0.222203
92.34,21.57,0.508116
38.33,137.32,0.149309
75.28,53.6,0.481636
91.9,62.91,0.222523
55.03,44.91,0.455649
69.67,116.77,0.525807
70.42,7.08,0.482798
5.25,73.72,0.218072
21.42,51.3,0.157124
44.4,19.36,0.126362
48.53,17.89,0.249315
62.75,178.81,0.95428
81.87,136.49,0.485332
13.06,105.68,0.398669
67.01,149.35,0.147431
5.69,48.62,0.311316
67.05,76.76,0.309009
47.36,140.56,0.842576
28.03,3.19,0.828363
99.69,96.54,0.909457
58.52,148.91,0.175591
19.87,105.92,0.163367
82.62,37.7,0.002421
10.08,170.63,0.13551
69.9,129.38,0.384543
13.65,189.02,0.325749
54.05,47.3,0.464836
38.65,89.49,0.510769
23.73,168.31,0.945266
80.61,164.29,0.488129
93.42,64.09,0.453711
