price,possibleNewPrice,priceIncreaseProbability
20.05,137.65,0.174123
62.19,118.28,0.418932
50.8,23.88,0.65047
95.16,159.0,0.089843
89.53,63.8,0.401558
37.22,11.35,0.91647
16.09,112.99,0.988515
77.52,54.93,0.854137
52.13,116.36,0.422977
90.29,125.08,0.728119
13.65,17.79,0.206721
71.71,141.17,0.163328
72.43,133.99,0.1045
10.6,107.64,0.096839
62.48,68.88,0.892811
85.38,93.05,0.630672
71.43,171.29,0.586843
86.76,98.27,0.07965
63.83,27.08,0.567748
40.12,80.87,0.419126
2.37,197.18,0.058831
77.83,101.75,0.816036
28.62,98.7,0.400564
40.19,84.67,0.456736
80.84,16.19,0.090445
58.13,141.1,0.686377
10.84,126.39,0.046586
50.54,12.9,0.313572
93.9,130.24,0.657294
7.46,54.72,0.374387
37.15,80.92,0.948532
96.15,35.58,0.301583
96.23,53.52,0.364456
33.07,35.26,0.215767
23.8,158.85,0.862741
88.85,83.57,0.398768
44.8,7.82,0.097284
7.82,108.07,0.177118
82.08,90.21,0.639471
15.91,174.87,0.732884
25.67,158.31,0.390307
92.22,115.74,0.364901
33.53,76.94,0.39649
87.22,107.41,0.587412
88.56,1.63,0.212552
75.03,13.1,0.113583
84.68,119.73,0.179327
35.01,104.73,0.213813
25.95,188.84,0.618592
19.06,183.39,0.445302
49.72,145.22,0.999391
91.19,16.83,0.149145
13.89,154.61,0.809369
34.52,61.58,0.030307
57.39,119.47,0.782747
33.4,63.02,0.246885
72.03,32.64,0.585291
23.0,194.82,0.708054
35.02,25.83,0.247729
90.61,56.93,0.231364
99.21,63.44,0.956358
39.7,182.45,0.153306
29.86,196.65,0.058634
33.95,175.93,0.28249
99.95,46.51,0.800023
10.83,119.73,0.389692
2.92,17.87,0.77561
46.97,27.93,0.947481
35.3,153.15,0.92723
16.55,19.56,0.565155
16.57,74.46,0.137462
72.95,28.26,0.56012
8.63,198.99,0.730559
7.82,5.23,0.709319
31.13,171.89,0.074422
74.5,127.53,0.325594
34.08,77.23,0.745617
67.71,55.23,0.092275
30.18,154.98,0.552069
12.41,128.43,0.300232
31.39,74.07,0.957794
54.49,137.3,0.297423
7.31,50.38,0.895393
57.45,195.45,0.660547
46.54,26.98,0.531247
74.74,94.42,0.207905
70.07,182.57,0.633649
89.13,95.68,0.914732
12.36,144.61,0.82542
30.28,38.96,0.786876
48.89,155.54,0.141945
10.93,12.66,0.062326
37.89,183.68,0.096666
62.29,74.43,0.806227
40.19,153.74,0.434659
20.53,46.87,0.15404
48.63,174.06,0.1585
80.39,95.17,0.546558
63.87,95.3,0.388586
17.89,157.54,0.243785
93.11,197.04,0.493725
12.8,14.95,0.95312
75.67,169.64,0.440363
11.98,110.05,0.358715
83.6,55.18,0.875179
46.75,44.21,0.788096
44.29,8.72,0.413033
99.43,171.24,0.840659
50.63,23.73,0.459054
45.42,173.27,0.969002
82.45,177.17,0.580728
35.82,42.33,0.233591
61.95,44.16,0.565726
29.55,25.5,0.52618
9.26,21.92,0.378312
1.08,34.8,0.806825
87.58,109.42,0.957748
97.8,119.53,0.449231
19.09,194.91,0.304396
76.71,179.21,0.812416
81.98,198.98,0.363159
30.24,123.48,0.122925
39.24,155.53,0.55153
2.31,10.17,0.677796
4.3,147.95,0.274467
74.45,96.9,0.077541
75.27,69.95,0.72644
63.43,192.92,0.530939
5.72,80.42,0.679639
52.4,197.71,0.396738
68.54,154.88,0.696053
81.82,147.57,0.74541
81.47,101.37,0.351187
50.35,81.38,0.337976
26.15,61.62,0.111645
31.98,186.9,0.576436
12.41,24.37,0.632873
61.47,38.72,0.526186
27.6,163.81,0.523803
95.94,11.53,0.436671
7.59,14.2,0.320813
43.43,6.25,0.480785
66.9,198.31,0.204997
89.88,103.92,0.931622
5.91,144.01,0.236738
29.7,139.65,0.229295
52.08,13.55,0.84439
52.57,27.87,0.439735
0.14,5.69,0.435865
94.63,65.87,0.34776
56.7,3.47,0.171143
76.63,75.15,0.780941
11.58,70.54,0.680346
17.26,23.5,0.948786
0.39,147.32,0.297806
88.14,104.15,0.369987
68.32,73.62,0.841469
19.25,63.78,0.912479
26.54,36.81,0.154495
40.29,187.42,0.197177
23.08,90.99,0.269761
65.89,115.76,0.02369
46.55,52.17,0.807393
79.97,25.74,0.019186
90.42,193.23,0.891871
18.12,19.84,0.640912
30.06,146.88,0.721739
74.94,196.22,0.27638
84.87,191.59,0.856604
6.14,2.27,0.077824
40.15,118.81,0.139802
51.43,179.88,0.480657
3.92,44.84,0.959674
62.5,101.35,0.027888
41.83,181.02,0.698434
89.2,161.52,0.139057
20.64,165.59,0.827745
4.47,162.3,0.105597
50.15,100.79,0.208674
52.42,10.27,0.693481
31.3,153.83,0.937045
91.11,192.95,0.91485
32.19,148.95,0.161441
0.43,34.04,0.465607
43.56,193.79,0.980315
1.25,116.5,0.985608
34.43,193.89,0.008742
22.43,54.22,0.198659
89.71,76.51,0.878086
83.16,70.11,0.444414
73.14,85.86,0.598889
74.84,69.05,0.48396
8.57,156.62,0.856248
15.91,179.65,0.402504
1.82,7.02,0.317095
68.75,65.02,0.150229
57.38,115.48,0.481604
95.98,191.1,0.757154
54.45,111.29,0.499408
58.15,195.21,0.577406
92.53,186.24,0.360581
20.5,58.06,0.407581
58.38,145.58,0.548301
17.21,171.61,0.874286
95.05,98.1,0.363491
80.94,172.34,0.786122
14.35,29.81,0.88233
66.94,115.8,0.930558
12.56,17.26,0.737719
7.6,181.51,0.09858
54.78,178.46,0.400128
17.79,78.06,0.518886
45.24,1.71,0.317934
16.27,61.8,0.754544
14.04,69.55,0.530603
35.49,169.5,0.881435
18.29,144.75,0.229896
4.01,109.42,0.149151
76.56,9.71,0.176567
12.68,155.17,0.587808
57.5,58.99,0.016673
20.55,175.46,0.232171
10.37,4.84,0.938106
38.06,28.33,0.897637
18.45,48.03,0.992035
6.19,1.3,0.168464
44.06,126.04,0.924878
99.02,126.48,0.40112
12.77,27.37,0.845533
35.46,111.64,0.855763
6.01,158.8,0.233107
31.54,159.88,0.34456
27.41,188.96,0.087251
38.77,191.08,0.121423
13.83,41.14,0.773391
43.97,101.06,0.775545
44.71,155.79,0.827434
91.56,7.94,0.069152
81.28,32.21,0.589577
88.4,31.27,0.463644
42.15,143.14,0.637182
62.17,155.46,0.289954
98.26,108.06,0.106756
34.25,155.49,0.46758
81.28,32.59,0.831115
95.58,155.78,0.488373
37.05,154.63,0.888073
14.87,82.16,0.228605
85.35,72.84,0.451402
80.63,15.84,0.505845
45.37,120.63,0.465388
67.87,117.25,0.172337
54.34,148.04,0.514775
3.18,137.31,0.747329
3.06,3.91,0.637912
74.2,144.17,0.997632
74.9,0.06,0.710103
26.71,163.86,0.635598
45.37,175.04,0.305809
20.24,51.99,0.121079
50.61,55.11,0.703864
65.54,99.47,0.929445
90.74,90.12,0.422357
59.99,34.03,0.129507
5.68,188.41,0.524291
23.52,50.28,0.547758
55.93,112.66,0.008601
42.22,6.94,0.570425
1.78,62.11,0.152231
63.7,30.21,0.940796
95.07,150.05,0.378534
89.56,97.86,0.981624
53.91,192.4,0.447696
50.76,27.17,0.043202
62.86,115.32,0.770713
72.45,12.77,0.726174
37.03,40.78,0.885852
69.22,151.56,0.430167
74.59,48.45,0.47379
12.12,133.77,0.957875
39.72,182.71,0.264624
65.9,183.11,0.478845
18.1,73.88,0.268811
71.4,196.43,0.89474
45.82,183.38,0.578364
94.75,194.44,0.111525
64.02,31.87,0.590226
51.86,170.37,0.524371
8.47,6.05,0.62797
56.42,161.35,0.065234
21.74,1.5,0.230413
9.68,107.07,0.905154
24.13,192.46,0.657606
23.39,170.11,0.594352
98.63,31.46,0.67911
30.68,28.34,0.36096
16.46,88.15,0.371604
24.56,0.7,0.068499
39.83,12.43,0.299515
67.75,7.56,0.094595
2.16,36.79,0.09241
30.28,103.02,0.077335
54.74,160.65,0.496895
40.66,42.39,0.066526
31.35,138.62,0.571358
30.57,89.09,0.397137
74.92,37.6,0.833427
29.83,133.87,0.400441
76.49,57.14,0.058834
35.31,39.97,0.510854
35.69,3.86,0.684558
61.12,171.17,0.086021
83.05,66.05,0.678823
45.63,169.52,0.304083
30.99,98.02,0.517552
79.05,174.68,0.351784
94.85,55.52,0.935084
50.38,100.35,0.083759
57.45,142.35,0.201986
40.1,172.19,0.777215
25.62,162.16,0.302184
90.79,188.33,0.184553
39.6,7.05,0.9348
26.61,73.58,0.003391
66.37,51.32,0.324311
10.16,182.43,0.139889
13.3,13.26,0.379115
85.39,169.33,0.785112
95.5,63.48,0.458306
62.85,25.66,0.700112
39.16,22.77,0.476388
32.05,106.13,0.105086
95.61,38.14,0.054541
99.76,190.36,0.879816
21.78,48.02,0.095557
34.82,190.15,0.142025
76.94,49.14,0.370289
73.54,197.78,0.70945
23.88,21.39,0.230716
97.32,34.28,0.0495
63.16,124.74,0.354914
18.2,96.9,0.453265
87.24,86.03,0.850413
0.87,100.34,0.76126
9.89,83.44,0.134717
53.12,71.41,0.736325
4.51,12.88,0.737058
41.91,190.27,0.391182
1.02,93.85,0.657492
41.13,6.65,0.297699
27.35,110.03,0.734012
9.45,12.8,0.242387
1.12,61.73,0.832813
94.54,179.52,0.955149
47.41,69.89,0.740773
91.55,192.56,0.980022
35.8,62.3,0.723819
71.72,34.58,0.828517
46.71,198.86,0.563285
77.83,98.44,0.156062
23.93,168.24,0.909719
39.34,78.83,0.924676
83.84,191.04,0.336764
37.79,46.03,0.001967
97.64,176.15,0.045479
93.18,64.78,0.836356
61.06,44.06,0.692485
1.55,176.36,0.226374
17.15,104.37,0.89613
31.53,38.55,0.550271
6.31,69.75,0.137901
51.04,28.78,0.469989
18.1,124.38,0.717853
61.72,104.23,0.196943
1.18,26.15,0.260988
45.38,110.42,0.078681
18.89,196.2,0.796484
90.48,100.36,0.005224
93.72,189.59,0.355126
54.34,17.99,0.958279
64.96,104.73,0.236302
3.51,196.46,0.748987
50.95,96.85,0.889882
58.07,89.86,0.470902
95.59,39.59,0.717942
79.19,99.46,0.591577
32.12,117.29,0.925952
90.4,156.98,0.622639
86.9,125.32,0.913998
4.43,109.89,0.445558
98.81,163.21,0.089067
55.97,121.01,0.176248
51.98,191.66,0.564369
68.91,86.47,0.770933
22.85,114.57,0.078094
39.26,16.04,0.800028
66.32,175.6,0.870607
6.17,65.82,0.134445
6.77,119.81,0.886582
45.37,107.74,0.935335
32.38,67.14,0.869531
26.42,40.09,0.845722
94.96,39.76,0.964929
68.99,49.22,0.730249
3.12,50.25,0.791061
47.47,20.7,0.572942
26.61,125.15,0.441885
78.42,147.72,0.145676
49.05,48.21,0.093742
75.05,10.33,0.021377
63.5,160.44,0.259514
26.9,199.47,0.19273
77.66,59.59,0.903625
14.03,67.78,0.532542
17.13,168.25,0.654791
62.73,122.03,0.206499
97.97,66.4,0.958161
5.77,82.18,0.829911
0.78,148.04,0.843887
3.68,154.51,0.101375
65.78,110.19,0.876487
85.9,172.73,0.099003
42.16,21.63,0.031805
69.38,105.32,0.686874
47.73,165.22,0.640969
39.22,199.52,0.145347
12.07,175.64,0.980351
27.81,5.69,0.350455
4.17,89.08,0.582075
95.94,108.33,0.523258
53.33,126.63,0.321553
9.36,174.02,0.735105
11.95,2.03,0.909644
65.26,139.15,0.271468
32.81,90.02,0.601483
72.76,112.27,0.454501
28.81,135.43,0.928341
38.0,102.82,0.228637
87.02,7.38,0.681034
73.4,39.76,0.39737
40.94,97.73,0.51355
10.79,174.78,0.832376
88.89,78.93,0.605566
84.35,23.42,0.775175
34.86,33.0,0.206212
88.63,166.95,0.829865
29.82,59.33,0.38442
54.96,185.49,0.763568
92.97,92.98,0.411057
12.38,20.81,0.446301
87.07,104.89,0.294179
60.73,160.29,0.378086
30.8,7.2,0.652437
30.76,114.47,0.269309
31.7,8.47,0.336112
1.49,31.63,0.108342
70.82,119.46,0.655419
94.6,95.76,0.413154
27.02,26.45,0.338651
42.31,10.46,0.812517
84.99,60.15,0.177044
93.33,140.95,0.425949
71.29,187.43,0.899775
63.75,109.46,0.445248
34.1,44.7,0.013617
80.4,195.17,0.896279
52.1,178.07,0.912107
94.22,37.24,0.357029
87.66,27.56,0.45463
45.19,75.76,0.802525
2.42,24.38,0.80507
38.16,69.26,0.162049
22.97,199.27,0.642396
84.63,113.84,0.328866
